datetime,open,high,low,close,volume
2025-08-25 07:00:00,3364.81,3365.12,3362.005,3362.33,0.0
2025-08-25 07:15:00,3362.33,3363.24,3360.78,3362.98,0.0
2025-08-25 07:30:00,3362.98,3363.055,3359.85,3360.68,0.0
2025-08-25 07:45:00,3360.68,3362.765,3360.145,3362.465,0.0
2025-08-25 08:00:00,3362.465,3365.04,3362.455,3363.935,0.0
2025-08-25 08:15:00,3363.935,3365.23,3363.335,3364.535,0.0
2025-08-25 08:30:00,3364.535,3366.825,3364.255,3366.64,0.0
2025-08-25 08:45:00,3366.64,3367.5,3365.45,3366.35,0.0
2025-08-25 09:00:00,3366.35,3367.585,3366.06,3367.575,0.0
2025-08-25 09:15:00,3367.575,3368.16,3367.2,3367.4,0.0
2025-08-25 09:30:00,3367.4,3367.74,3363.92,3365.89,0.0
2025-08-25 09:45:00,3365.89,3366.31,3364.96,3365.7,0.0
2025-08-25 10:00:00,3365.7,3367.08,3365.59,3365.805,0.0
2025-08-25 10:15:00,3365.805,3366.94,3365.255,3366.13,0.0
2025-08-25 10:30:00,3366.13,3366.165,3364.36,3365.39,0.0
2025-08-25 10:45:00,3365.39,3365.545,3363.76,3363.885,0.0
2025-08-25 11:00:00,3363.885,3365.155,3363.825,3364.835,0.0
2025-08-25 11:15:00,3364.835,3365.135,3363.085,3364.645,0.0
2025-08-25 11:30:00,3364.645,3367.825,3364.62,3367.71,0.0
2025-08-25 11:45:00,3367.71,3369.345,3367.475,3368.715,0.0
2025-08-25 12:00:00,3368.715,3368.995,3365.985,3368.215,0.0
2025-08-25 12:15:00,3368.215,3369.615,3368.005,3369.005,0.0
2025-08-25 12:30:00,3369.005,3369.915,3367.58,3367.945,0.0
2025-08-25 12:45:00,3367.945,3368.96,3366.465,3368.96,0.0
2025-08-25 13:00:00,3368.96,3369.565,3366.615,3368.37,0.0
2025-08-25 13:15:00,3368.37,3368.86,3366.17,3366.27,0.0
2025-08-25 13:30:00,3366.27,3366.86,3364.8,3365.67,0.0
2025-08-25 13:45:00,3365.67,3365.77,3363.8,3363.895,0.0
2025-08-25 14:00:00,3363.895,3364.97,3363.51,3364.06,0.0
2025-08-25 14:15:00,3364.06,3365.405,3363.585,3364.03,0.0
2025-08-25 14:30:00,3364.03,3364.41,3362.475,3362.725,0.0
2025-08-25 14:45:00,3362.725,3363.125,3362.035,3362.75,0.0
2025-08-25 15:00:00,3362.75,3366.355,3362.22,3366.335,0.0
2025-08-25 15:15:00,3366.335,3368.065,3365.985,3367.44,0.0
2025-08-25 15:30:00,3367.44,3368.535,3367.115,3367.85,0.0
2025-08-25 15:45:00,3367.85,3368.165,3365.235,3365.35,0.0
2025-08-25 16:00:00,3365.35,3367.965,3365.265,3367.135,0.0
2025-08-25 16:15:00,3367.135,3367.32,3365.255,3366.105,0.0
2025-08-25 16:30:00,3366.105,3368.425,3365.805,3366.93,0.0
2025-08-25 16:45:00,3366.93,3368.5,3366.335,3367.84,0.0
2025-08-25 17:00:00,3367.84,3370.22,3367.84,3369.87,0.0
2025-08-25 17:15:00,3369.87,3371.54,3369.795,3370.615,0.0
2025-08-25 17:30:00,3370.615,3371.295,3368.455,3368.68,0.0
2025-08-25 17:45:00,3368.68,3370.475,3368.355,3369.01,0.0
2025-08-25 18:00:00,3369.01,3369.27,3365.56,3365.775,0.0
2025-08-25 18:15:00,3365.775,3366.615,3364.305,3364.57,0.0
2025-08-25 18:30:00,3364.57,3364.945,3362.26,3363.825,0.0
2025-08-25 18:45:00,3363.825,3365.165,3362.48,3363.98,0.0
2025-08-25 19:00:00,3363.98,3368.37,3363.885,3368.115,0.0
2025-08-25 19:15:00,3368.115,3371.39,3366.615,3370.865,0.0
2025-08-25 19:30:00,3370.865,3374.28,3370.085,3373.885,0.0
2025-08-25 19:45:00,3373.885,3374.29,3369.385,3371.11,0.0
2025-08-25 20:00:00,3371.11,3374.445,3371.11,3374.265,0.0
2025-08-25 20:15:00,3374.265,3375.51,3373.73,3374.435,0.0
2025-08-25 20:30:00,3374.435,3376.14,3373.975,3375.47,0.0
2025-08-25 20:45:00,3375.47,3376.31,3373.8,3374.185,0.0
2025-08-25 21:00:00,3374.185,3374.285,3371.92,3373.115,0.0
2025-08-25 21:15:00,3373.115,3374.805,3372.75,3374.11,0.0
2025-08-25 21:30:00,3374.11,3374.125,3372.59,3373.295,0.0
2025-08-25 21:45:00,3373.295,3373.65,3372.485,3372.96,0.0
2025-08-25 22:00:00,3372.96,3374.05,3371.795,3373.325,0.0
2025-08-25 22:15:00,3373.325,3374.43,3372.6,3373.895,0.0
2025-08-25 22:30:00,3373.895,3374.855,3373.21,3374.315,0.0
2025-08-25 22:45:00,3374.315,3374.97,3372.91,3373.085,0.0
2025-08-25 23:00:00,3373.085,3373.085,3371.39,3372.72,0.0
2025-08-25 23:15:00,3372.72,3372.975,3370.985,3371.15,0.0
2025-08-25 23:30:00,3371.15,3372.45,3370.53,3372.285,0.0
2025-08-25 23:45:00,3372.285,3373.345,3371.81,3372.585,0.0
2025-08-26 00:00:00,3372.585,3372.79,3371.76,3372.18,0.0
2025-08-26 00:15:00,3372.18,3372.18,3369.915,3370.585,0.0
2025-08-26 00:30:00,3370.585,3370.845,3368.225,3368.855,0.0
2025-08-26 00:45:00,3368.855,3369.395,3367.99,3368.44,0.0
2025-08-26 01:00:00,3368.44,3369.27,3367.345,3367.42,0.0
2025-08-26 01:15:00,3367.42,3367.745,3365.285,3365.47,0.0
2025-08-26 01:30:00,3365.47,3366.225,3365.045,3365.185,0.0
2025-08-26 01:45:00,3365.185,3365.81,3364.66,3365.13,0.0
2025-08-26 02:00:00,3365.13,3365.6,3364.575,3364.85,0.0
2025-08-26 02:15:00,3364.85,3365.99,3364.305,3365.945,0.0
2025-08-26 03:30:00,3365.945,3367.285,3364.63,3365.28,0.0
2025-08-26 03:45:00,3365.28,3365.58,3364.36,3364.69,0.0
2025-08-26 04:00:00,3364.69,3364.765,3363.85,3364.44,0.0
2025-08-26 04:15:00,3364.44,3365.275,3364.275,3364.355,0.0
2025-08-26 04:30:00,3364.355,3364.355,3358.285,3358.595,0.0
2025-08-26 04:45:00,3358.595,3358.595,3353.94,3355.85,0.0
2025-08-26 05:00:00,3355.85,3355.86,3352.06,3354.055,0.0
2025-08-26 05:15:00,3354.055,3355.335,3351.77,3355.055,0.0
2025-08-26 05:30:00,3355.055,3370.88,3351.415,3369.0,0.0
2025-08-26 05:45:00,3369.0,3380.4,3368.7,3377.6,0.0
2025-08-26 06:00:00,3377.6,3383.06,3377.27,3382.11,0.0
2025-08-26 06:15:00,3382.11,3386.615,3381.875,3383.37,0.0
2025-08-26 06:30:00,3383.37,3385.04,3375.31,3375.975,0.0
2025-08-26 06:45:00,3375.975,3376.485,3372.675,3373.985,0.0
2025-08-26 07:00:00,3373.985,3376.41,3371.955,3376.215,0.0
2025-08-26 07:15:00,3376.215,3378.02,3373.085,3376.895,0.0
2025-08-26 07:30:00,3376.895,3379.17,3376.565,3377.055,0.0
2025-08-26 07:45:00,3377.055,3378.8,3376.285,3377.66,0.0
2025-08-26 08:00:00,3377.66,3378.135,3374.615,3375.8,0.0
2025-08-26 08:15:00,3375.8,3375.8,3373.05,3375.505,0.0
2025-08-26 08:30:00,3375.505,3375.605,3370.17,3370.925,0.0
2025-08-26 08:45:00,3370.925,3372.965,3369.92,3372.34,0.0
2025-08-26 09:00:00,3372.34,3374.085,3371.91,3372.79,0.0
2025-08-26 09:15:00,3372.79,3373.645,3371.91,3372.335,0.0
2025-08-26 09:30:00,3372.335,3373.8,3372.21,3373.39,0.0
2025-08-26 09:45:00,3373.39,3376.25,3373.35,3375.525,0.0
2025-08-26 10:00:00,3375.525,3378.11,3375.515,3377.84,0.0
2025-08-26 10:15:00,3377.84,3379.095,3376.885,3377.535,0.0
2025-08-26 10:30:00,3377.535,3379.135,3374.795,3375.17,0.0
2025-08-26 10:45:00,3375.17,3375.175,3372.95,3373.475,0.0
2025-08-26 11:00:00,3373.475,3377.535,3372.62,3377.385,0.0
2025-08-26 11:15:00,3377.385,3378.125,3375.39,3376.695,0.0
2025-08-26 11:30:00,3376.695,3376.83,3375.025,3376.415,0.0
2025-08-26 11:45:00,3376.415,3376.535,3372.585,3373.555,0.0
2025-08-26 12:00:00,3373.555,3376.985,3373.28,3375.055,0.0
2025-08-26 12:15:00,3375.055,3377.785,3374.955,3376.375,0.0
2025-08-26 12:30:00,3376.375,3377.09,3370.425,3372.13,0.0
2025-08-26 12:45:00,3372.13,3373.065,3367.345,3370.965,0.0
2025-08-26 13:00:00,3370.965,3378.01,3370.72,3377.65,0.0
2025-08-26 13:15:00,3377.65,3379.2,3375.995,3376.84,0.0
2025-08-26 13:30:00,3376.84,3379.52,3376.79,3376.85,0.0
2025-08-26 13:45:00,3376.85,3379.035,3375.65,3378.965,0.0
2025-08-26 14:00:00,3378.965,3379.93,3377.205,3377.815,0.0
2025-08-26 14:15:00,3377.815,3378.965,3376.605,3376.765,0.0
2025-08-26 14:30:00,3376.765,3377.59,3374.66,3377.0,0.0
2025-08-26 14:45:00,3377.0,3378.7,3374.595,3375.295,0.0
2025-08-26 15:00:00,3375.295,3375.335,3371.645,3372.465,0.0
2025-08-26 15:15:00,3372.465,3373.58,3369.77,3372.06,0.0
2025-08-26 15:30:00,3372.06,3375.225,3371.0,3371.69,0.0
2025-08-26 15:45:00,3371.69,3373.005,3370.495,3370.77,0.0
2025-08-26 16:00:00,3370.77,3370.835,3367.38,3369.435,0.0
2025-08-26 16:15:00,3369.435,3372.665,3369.06,3372.085,0.0
2025-08-26 16:30:00,3372.085,3377.295,3370.8,3376.42,0.0
2025-08-26 16:45:00,3376.42,3378.525,3375.945,3378.445,0.0
2025-08-26 17:00:00,3378.445,3379.645,3376.435,3378.985,0.0
2025-08-26 17:15:00,3378.985,3380.42,3376.755,3377.615,0.0
2025-08-26 17:30:00,3377.615,3379.375,3376.14,3378.015,0.0
2025-08-26 17:45:00,3378.015,3379.83,3376.765,3377.03,0.0
2025-08-26 18:00:00,3377.03,3379.03,3375.7,3378.23,0.0
2025-08-26 18:15:00,3378.23,3378.545,3371.105,3372.07,0.0
2025-08-26 18:30:00,3372.07,3374.605,3370.645,3372.605,0.0
2025-08-26 18:45:00,3372.605,3373.86,3370.78,3373.85,0.0
2025-08-26 19:00:00,3373.85,3378.21,3373.71,3377.575,0.0
2025-08-26 19:15:00,3377.575,3377.69,3372.815,3375.85,0.0
2025-08-26 19:30:00,3375.85,3375.94,3370.565,3371.57,0.0
2025-08-26 19:45:00,3371.57,3376.395,3370.395,3374.335,0.0
2025-08-26 20:00:00,3374.335,3377.105,3373.75,3376.56,0.0
2025-08-26 20:15:00,3376.56,3379.66,3376.09,3379.445,0.0
2025-08-26 20:30:00,3379.445,3382.225,3378.745,3381.525,0.0
2025-08-26 20:45:00,3381.525,3383.665,3379.735,3382.06,0.0
2025-08-26 21:00:00,3382.06,3385.04,3381.745,3384.905,0.0
2025-08-26 21:15:00,3384.905,3389.475,3383.94,3386.765,0.0
2025-08-26 21:30:00,3386.765,3387.77,3384.78,3385.405,0.0
2025-08-26 21:45:00,3385.405,3385.975,3383.25,3384.65,0.0
2025-08-26 22:00:00,3384.65,3386.0,3383.43,3383.43,0.0
2025-08-26 22:15:00,3383.43,3383.635,3382.635,3383.11,0.0
2025-08-26 22:30:00,3383.11,3384.19,3382.795,3383.505,0.0
2025-08-26 22:45:00,3383.505,3385.985,3383.36,3384.045,0.0
2025-08-26 23:00:00,3384.045,3384.275,3381.645,3381.97,0.0
2025-08-26 23:15:00,3381.97,3383.095,3381.645,3381.83,0.0
2025-08-26 23:30:00,3381.83,3382.615,3380.36,3382.52,0.0
2025-08-26 23:45:00,3382.52,3383.38,3381.525,3382.895,0.0
2025-08-27 00:00:00,3382.895,3384.645,3382.895,3384.58,0.0
2025-08-27 00:15:00,3384.58,3385.715,3384.56,3385.69,0.0
2025-08-27 00:30:00,3385.69,3388.905,3385.27,3388.385,0.0
2025-08-27 00:45:00,3388.385,3389.33,3388.18,3388.52,0.0
2025-08-27 01:00:00,3388.52,3389.55,3388.035,3389.085,0.0
2025-08-27 01:15:00,3389.085,3391.025,3389.085,3389.81,0.0
2025-08-27 01:30:00,3389.81,3391.125,3389.315,3390.12,0.0
2025-08-27 01:45:00,3390.12,3391.015,3389.93,3390.355,0.0
2025-08-27 02:00:00,3390.355,3391.24,3390.11,3391.21,0.0
2025-08-27 02:15:00,3391.21,3393.725,3390.93,3393.46,0.0
2025-08-27 03:30:00,3393.46,3394.25,3389.545,3389.555,0.0
2025-08-27 03:45:00,3389.555,3390.435,3388.87,3389.795,0.0
2025-08-27 04:00:00,3389.795,3392.09,3389.795,3390.86,0.0
2025-08-27 04:15:00,3390.86,3391.445,3390.35,3391.13,0.0
2025-08-27 04:30:00,3391.13,3392.12,3390.725,3391.735,0.0
2025-08-27 04:45:00,3391.735,3393.025,3391.62,3391.65,0.0
2025-08-27 05:00:00,3391.65,3392.28,3390.345,3390.54,0.0
2025-08-27 05:15:00,3390.54,3391.845,3390.06,3391.02,0.0
2025-08-27 05:30:00,3391.02,3392.525,3389.69,3392.35,0.0
2025-08-27 05:45:00,3392.35,3393.62,3390.925,3391.495,0.0
2025-08-27 06:00:00,3391.495,3392.815,3389.06,3389.4,0.0
2025-08-27 06:15:00,3389.4,3391.38,3389.16,3389.705,0.0
2025-08-27 06:30:00,3389.705,3390.12,3386.305,3386.33,0.0
2025-08-27 06:45:00,3386.33,3386.95,3384.445,3384.83,0.0
2025-08-27 07:00:00,3384.83,3386.24,3383.395,3386.085,0.0
2025-08-27 07:15:00,3386.085,3387.96,3385.19,3386.29,0.0
2025-08-27 07:30:00,3386.29,3387.095,3384.975,3385.935,0.0
2025-08-27 07:45:00,3385.935,3386.785,3384.48,3385.81,0.0
2025-08-27 08:00:00,3385.81,3386.525,3382.265,3383.755,0.0
2025-08-27 08:15:00,3383.755,3385.235,3383.32,3384.25,0.0
2025-08-27 08:30:00,3384.25,3384.52,3383.69,3384.115,0.0
2025-08-27 08:45:00,3384.115,3384.115,3381.925,3382.135,0.0
2025-08-27 09:00:00,3382.135,3383.065,3381.275,3382.485,0.0
2025-08-27 09:15:00,3382.485,3383.335,3380.605,3380.675,0.0
2025-08-27 09:30:00,3380.675,3381.34,3379.025,3379.685,0.0
2025-08-27 09:45:00,3379.685,3379.74,3377.305,3377.345,0.0
2025-08-27 10:00:00,3377.345,3377.935,3374.895,3375.055,0.0
2025-08-27 10:15:00,3375.055,3375.94,3373.965,3375.025,0.0
2025-08-27 10:30:00,3375.025,3376.295,3374.19,3374.83,0.0
2025-08-27 10:45:00,3374.83,3377.535,3374.255,3375.885,0.0
2025-08-27 11:00:00,3375.885,3378.875,3375.765,3377.825,0.0
2025-08-27 11:15:00,3377.825,3378.985,3376.0,3377.315,0.0
2025-08-27 11:30:00,3377.315,3379.855,3377.315,3379.435,0.0
2025-08-27 11:45:00,3379.435,3382.055,3379.36,3381.11,0.0
2025-08-27 12:00:00,3381.11,3381.65,3378.355,3379.86,0.0
2025-08-27 12:15:00,3379.86,3380.27,3376.41,3377.59,0.0
2025-08-27 12:30:00,3377.59,3378.27,3374.32,3374.685,0.0
2025-08-27 12:45:00,3374.685,3376.59,3373.91,3375.1,0.0
2025-08-27 13:00:00,3375.1,3378.245,3374.47,3378.15,0.0
2025-08-27 13:15:00,3378.15,3381.68,3377.78,3381.57,0.0
2025-08-27 13:30:00,3381.57,3383.955,3381.105,3382.225,0.0
2025-08-27 13:45:00,3382.225,3385.08,3382.215,3384.345,0.0
2025-08-27 14:00:00,3384.345,3384.7,3381.815,3383.63,0.0
2025-08-27 14:15:00,3383.63,3384.725,3382.99,3384.625,0.0
2025-08-27 14:30:00,3384.625,3385.535,3383.845,3384.75,0.0
2025-08-27 14:45:00,3384.75,3385.005,3382.53,3382.68,0.0
2025-08-27 15:00:00,3382.68,3383.745,3381.675,3381.84,0.0
2025-08-27 15:15:00,3381.84,3382.4,3377.665,3378.22,0.0
2025-08-27 15:30:00,3378.22,3379.24,3376.865,3378.075,0.0
2025-08-27 15:45:00,3378.075,3378.455,3376.415,3376.59,0.0
2025-08-27 16:00:00,3376.59,3378.095,3374.945,3375.945,0.0
2025-08-27 16:15:00,3375.945,3377.275,3374.965,3375.71,0.0
2025-08-27 16:30:00,3375.71,3377.345,3374.72,3376.855,0.0
2025-08-27 16:45:00,3376.855,3376.955,3374.14,3375.39,0.0
2025-08-27 17:00:00,3375.39,3376.11,3373.985,3375.03,0.0
2025-08-27 17:15:00,3375.03,3378.25,3374.985,3376.9,0.0
2025-08-27 17:30:00,3376.9,3377.72,3374.42,3377.02,0.0
2025-08-27 17:45:00,3377.02,3382.93,3376.63,3381.745,0.0
2025-08-27 18:00:00,3381.745,3382.77,3379.765,3381.435,0.0
2025-08-27 18:15:00,3381.435,3382.82,3380.14,3381.235,0.0
2025-08-27 18:30:00,3381.235,3384.23,3380.65,3382.5,0.0
2025-08-27 18:45:00,3382.5,3384.915,3381.91,3382.035,0.0
2025-08-27 19:00:00,3382.035,3382.2,3377.6,3378.26,0.0
2025-08-27 19:15:00,3378.26,3378.665,3375.69,3377.945,0.0
2025-08-27 19:30:00,3377.945,3380.065,3376.19,3379.62,0.0
2025-08-27 19:45:00,3379.62,3383.655,3379.1,3383.135,0.0
2025-08-27 20:00:00,3383.135,3384.095,3381.08,3383.655,0.0
2025-08-27 20:15:00,3383.655,3386.945,3383.19,3386.55,0.0
2025-08-27 20:30:00,3386.55,3390.51,3385.235,3389.275,0.0
2025-08-27 20:45:00,3389.275,3390.3,3386.205,3387.99,0.0
2025-08-27 21:00:00,3387.99,3389.695,3387.11,3388.98,0.0
2025-08-27 21:15:00,3388.98,3388.985,3386.48,3388.025,0.0
2025-08-27 21:30:00,3388.025,3389.805,3387.61,3389.045,0.0
2025-08-27 21:45:00,3389.045,3391.265,3388.235,3391.225,0.0
2025-08-27 22:00:00,3391.225,3396.005,3390.295,3394.645,0.0
2025-08-27 22:15:00,3394.645,3398.865,3394.135,3395.59,0.0
2025-08-27 22:30:00,3395.59,3397.515,3394.985,3396.39,0.0
2025-08-27 22:45:00,3396.39,3397.445,3395.93,3396.56,0.0
2025-08-27 23:00:00,3396.56,3397.01,3395.02,3395.975,0.0
2025-08-27 23:15:00,3395.975,3396.48,3395.105,3395.285,0.0
2025-08-27 23:30:00,3395.285,3395.335,3392.41,3393.655,0.0
2025-08-27 23:45:00,3393.655,3395.665,3393.615,3395.445,0.0
2025-08-28 00:00:00,3395.445,3396.19,3394.385,3396.175,0.0
2025-08-28 00:15:00,3396.175,3396.41,3394.54,3394.63,0.0
2025-08-28 00:30:00,3394.63,3396.405,3393.81,3395.73,0.0
2025-08-28 00:45:00,3395.73,3396.035,3394.83,3395.52,0.0
2025-08-28 01:00:00,3395.52,3395.85,3394.125,3395.465,0.0
2025-08-28 01:15:00,3395.465,3396.505,3394.65,3396.345,0.0
2025-08-28 01:30:00,3396.345,3396.505,3394.635,3395.17,0.0
2025-08-28 01:45:00,3395.17,3396.08,3394.16,3395.915,0.0
2025-08-28 02:00:00,3395.915,3396.645,3395.875,3396.49,0.0
2025-08-28 02:15:00,3396.49,3398.16,3395.8,3397.17,0.0
2025-08-28 03:30:00,3397.17,3399.015,3396.34,3396.98,0.0
2025-08-28 03:45:00,3396.98,3397.71,3394.88,3396.425,0.0
2025-08-28 04:00:00,3396.425,3397.745,3395.895,3397.19,0.0
2025-08-28 04:15:00,3397.19,3397.375,3395.755,3395.9,0.0
2025-08-28 04:30:00,3395.9,3399.18,3395.84,3397.915,0.0
2025-08-28 04:45:00,3397.915,3398.74,3397.51,3398.49,0.0
2025-08-28 05:00:00,3398.49,3399.27,3398.095,3398.94,0.0
2025-08-28 05:15:00,3398.94,3399.345,3395.21,3395.81,0.0
2025-08-28 05:30:00,3395.81,3397.325,3394.765,3394.78,0.0
2025-08-28 05:45:00,3394.78,3398.015,3394.775,3395.695,0.0
2025-08-28 06:00:00,3395.695,3397.795,3395.01,3397.48,0.0
2025-08-28 06:15:00,3397.48,3398.215,3391.395,3392.065,0.0
2025-08-28 06:30:00,3392.065,3393.0,3389.51,3390.72,0.0
2025-08-28 06:45:00,3390.72,3390.91,3387.53,3388.19,0.0
2025-08-28 07:00:00,3388.19,3389.705,3385.855,3386.34,0.0
2025-08-28 07:15:00,3386.34,3386.9,3385.6,3386.06,0.0
2025-08-28 07:30:00,3386.06,3388.19,3384.795,3386.395,0.0
2025-08-28 07:45:00,3386.395,3387.85,3385.765,3386.855,0.0
2025-08-28 08:00:00,3386.855,3388.36,3384.645,3388.215,0.0
2025-08-28 08:15:00,3388.215,3391.485,3387.995,3391.485,0.0
2025-08-28 08:30:00,3391.485,3392.57,3390.565,3391.94,0.0
2025-08-28 08:45:00,3391.94,3392.26,3390.47,3390.6,0.0
2025-08-28 09:00:00,3390.6,3391.885,3390.14,3390.15,0.0
2025-08-28 09:15:00,3390.15,3390.65,3388.99,3390.26,0.0
2025-08-28 09:30:00,3390.26,3390.395,3388.745,3390.005,0.0
2025-08-28 09:45:00,3390.005,3392.01,3389.945,3391.205,0.0
2025-08-28 10:00:00,3391.205,3392.345,3390.395,3391.34,0.0
2025-08-28 10:15:00,3391.34,3391.405,3389.88,3390.39,0.0
2025-08-28 10:30:00,3390.39,3390.735,3389.74,3390.025,0.0
2025-08-28 10:45:00,3390.025,3390.755,3389.39,3390.48,0.0
2025-08-28 11:00:00,3390.48,3390.925,3387.72,3388.305,0.0
2025-08-28 11:15:00,3388.305,3389.28,3387.725,3389.26,0.0
2025-08-28 11:30:00,3389.26,3392.635,3389.21,3390.8,0.0
2025-08-28 11:45:00,3390.8,3392.12,3388.815,3390.355,0.0
2025-08-28 12:00:00,3390.355,3395.64,3389.895,3395.455,0.0
2025-08-28 12:15:00,3395.455,3395.715,3393.935,3395.47,0.0
2025-08-28 12:30:00,3395.47,3396.945,3393.905,3396.785,0.0
2025-08-28 12:45:00,3396.785,3397.735,3394.2,3395.29,0.0
2025-08-28 13:00:00,3395.29,3395.8,3393.84,3395.0,0.0
2025-08-28 13:15:00,3395.0,3396.11,3394.29,3395.915,0.0
2025-08-28 13:30:00,3395.915,3397.415,3394.045,3394.705,0.0
2025-08-28 13:45:00,3394.705,3396.72,3394.12,3395.665,0.0
2025-08-28 14:00:00,3395.665,3400.125,3395.395,3398.64,0.0
2025-08-28 14:15:00,3398.64,3401.12,3398.595,3400.775,0.0
2025-08-28 14:30:00,3400.775,3401.515,3400.26,3400.975,0.0
2025-08-28 14:45:00,3400.975,3401.68,3399.41,3399.41,0.0
2025-08-28 15:00:00,3399.41,3400.435,3398.51,3399.445,0.0
2025-08-28 15:15:00,3399.445,3400.375,3398.815,3399.3,0.0
2025-08-28 15:30:00,3399.3,3399.305,3393.955,3395.29,0.0
2025-08-28 15:45:00,3395.29,3397.01,3394.44,3396.795,0.0
2025-08-28 16:00:00,3396.795,3398.755,3395.27,3397.185,0.0
2025-08-28 16:15:00,3397.185,3398.07,3396.27,3397.1,0.0
2025-08-28 16:30:00,3397.1,3398.335,3396.3,3397.58,0.0
2025-08-28 16:45:00,3397.58,3404.315,3397.35,3404.265,0.0
2025-08-28 17:00:00,3404.265,3407.755,3404.105,3404.85,0.0
2025-08-28 17:15:00,3404.85,3406.31,3404.025,3404.15,0.0
2025-08-28 17:30:00,3404.15,3408.785,3403.815,3406.675,0.0
2025-08-28 17:45:00,3406.675,3408.6,3406.345,3407.04,0.0
2025-08-28 18:00:00,3407.04,3407.05,3401.4,3402.675,0.0
2025-08-28 18:15:00,3402.675,3403.065,3396.92,3397.235,0.0
2025-08-28 18:30:00,3397.235,3400.505,3394.43,3398.355,0.0
